node_index,address,recon_error,zscore,anomaly_z2,anomaly_z3
946,0x56e57e0e2fef1f03ca4f9bcd31cd1711f214e93d,34061.766,-0.63209546,False,False
950,0xb83248eec4a472d599c7690e05786bd7bdb3b3f7,34198.562,-0.62875634,False,False
951,0x74bb35b7bec0d3ec341afefebd426c7cff0c84b0,34114.418,-0.63081026,False,False
953,0xa2006e938cd11292c2586d35ecb26df0ea003d3f,34198.562,-0.62875634,False,False
954,0x09a0402c0be0f55cc2e40a3cf2fd4c5db62cb0c6,34198.562,-0.62875634,False,False
956,0x88c69bdfd1415f80225dba00706231b5c84c21b8,34114.418,-0.63081026,False,False
959,0x979d945fcaa94549883a299ffbfd185f607bbf94,94116.14,0.833799,False,False
966,0x727107ad3838eb8b25880fb3423b50985b3131fb,34061.766,-0.63209546,False,False
971,0xe45e28124fbdea335b0d653c9315854e060dcbdc,34951.688,-0.61037296,False,False
975,0x5d70627b56dbe09c66a0c025ee12c3a1a401b22e,34951.688,-0.61037296,False,False
980,0x5d82db5268139b6a5097694b995a455df39eebf6,34114.418,-0.63081026,False,False
984,0xb76e77568756ecd655fc7597190c7238a18e6780,166455.72,2.5995686,True,False
989,0xbbb1bba4dbe6e32d9922ae44481d9aab8c055f45,166455.72,2.5995686,True,False
991,0xe97bd3a200d950072de74a5d878ce52bbc13a6f9,166455.72,2.5995686,True,False
992,0x81817933c559edadb1e7d704bc481b4637221ca6,166455.72,2.5995686,True,False
995,0xc4cd8ffbc36f46d799486727f2fee67c59c9f7f7,166455.72,2.5995686,True,False
1012,0x144b09d293ad65915fd8a68319a9efcc54c3c4c4,182329.05,2.987028,True,False
1015,0x76d338e8f3095a76ebac9938f68f76917663ac76,166455.72,2.5995686,True,False
1016,0x8006c98b9770526c727672442f7175f3ef0887a0,129868.99,1.7065065,False,False
1021,0x375ba6ea1c8fe856a6c58c1f313a5d1fdb23a0e0,166455.72,2.5995686,True,False
1028,0x769c0e750e11d511a41fc8e8dc744eb00a573bed,166455.72,2.5995686,True,False
1045,0xb251e457863c4fd8ca6e91aaef29027621ec23bf,95736.086,0.87334096,False,False
1059,0x7070ecc4a0d607a4084f266bd8e45a4ddbd5cef1,166455.72,2.5995686,True,False
1060,0xcfa46f83244d22357ccfe750c9f5cbe7101fc055,34523.293,-0.6208298,False,False
1062,0x39c44549167409ff15d2928a15485c910eb02c86,166455.72,2.5995686,True,False
1063,0xa86860afb3f03eb474f8123582813427779affc7,166455.72,2.5995686,True,False
1065,0x25b7d5b434ac2a340a50b413591d3bad9235e260,166455.72,2.5995686,True,False
1066,0x2c62f232dfa0ed525ee489d0ef3fc0e43516e8ce,224281.02,4.0110526,True,True
1069,0x84fc64eeb307814ff90558c3ac88931f4a378fb3,166455.72,2.5995686,True,False
1076,0xeaa689f2ca40376409fec836e16ce1dd0a2a3293,166455.72,2.5995686,True,False
1077,0x9975f665a5d9f1892e7b4e6ae4a7bf43a148b29b,182329.06,2.9870284,True,False
1081,0x019141202e58844c0c2da9549322d2ef1c019b7c,166455.7,2.5995684,True,False
1082,0x9b6606b9aea965dc920e0cb5fae1d0f2d975d4f8,182329.05,2.987028,True,False
1118,0x476164b3b56adf017d2a9c57f9426e84d87e015a,34114.418,-0.63081026,False,False
1120,0x525c913d6c5100146b613deb2844667292986977,166455.72,2.5995686,True,False
1122,0xb52f74e15b45cf6c625fac15eccd74a651d25b95,34114.418,-0.63081026,False,False
1139,0x95788a17a7c3ab1d4de371058171179854bbefa0,166455.72,2.5995686,True,False
1141,0xbd95326ba3cc326444749184521e39af2b8ba906,166455.72,2.5995686,True,False
1145,0x09940d8f5031407c284eb305e1bf95121e658720,166455.72,2.5995686,True,False
1147,0xbcb8613d225e5efebd37af1073710e9cd3e7cb04,166455.72,2.5995686,True,False
1148,0x67ffb0c645f5843ff88a6ff0fc91fd1798974e57,34114.418,-0.63081026,False,False
1150,0x6724ab01eefc85585048cb04a486362440b5a6c7,166455.72,2.5995686,True,False
1154,0x7e405c5523f476fe54cb960fc848a2cc57e4690a,166455.72,2.5995686,True,False
1155,0xfc1511825331db9abe2634f27f82f7a1cb1cc32e,166455.72,2.5995686,True,False
1156,0x5a74a83d318be86d8ce699ed4ab906e85041e957,166455.72,2.5995686,True,False
1160,0xb35681df97e798c3ef0c5449b3e191f7185b4caa,166455.72,2.5995686,True,False
1166,0xee86fad3c0007a734015b5b3044f3fe9ee3f1eb2,166455.72,2.5995686,True,False
1167,0x282ffb0917674347469dda82f81b150cfe79e872,166455.72,2.5995686,True,False
1169,0x1ade07b2c8c29612b04cad555c5fc5bb37caafaf,166455.72,2.5995686,True,False
1184,0x468d31a0fc489241893422f4481cb02f1c408584,166455.72,2.5995686,True,False
1191,0xf80a39a8bb160b82ace500e951e4ae61b0eb616e,50044.355,-0.2419692,False,False
1202,0xbe76193a26bcc45a70ad34444fa3492d550b52eb,34114.418,-0.63081026,False,False
1205,0x38ce1cc199d95f65f52a891092d40080409177f4,34114.418,-0.63081026,False,False
1214,0xd17b70ccc2fc309e78364e8b8d623977dd5a67e6,166455.72,2.5995686,True,False
1217,0xa647b5d11e8bfc9d7b75160372ce4490007ad8b2,34114.418,-0.63081026,False,False
1218,0xb4b47e47840e1f47014c7b8c3dca208221fc7ee1,166455.72,2.5995686,True,False
1243,0x4378a19caeb47d63e112425df5a4906926caa940,76740.08,0.4096588,False,False
1248,0x9b55158b0b0461c1236c235cdbec5073186d3646,166455.72,2.5995686,True,False
1250,0x0771e60a7cdf3ffb1a37843edb33f62ceca84067,34114.418,-0.63081026,False,False
1252,0x8135cf1fde000bc88ac007bec074ea9a32c34ea0,34114.418,-0.63081026,False,False
1254,0xd8f21e582e8129e285c20b8fc1c09ce8bf33eaf6,76740.08,0.4096588,False,False
1256,0x88d4b3194f6df44f9fc97b4d7e37c7ed65cd184a,166455.72,2.5995686,True,False
1267,0x7e656a5b124cd71894d87b97fab70cfde16a9e90,34077.082,-0.6317216,False,False
1275,0x1828e28aed8bf1a0e858786a76ef55b3ccb04d15,166455.72,2.5995686,True,False
1276,0xa2ba540038618ca9c4c1e58f3d85f7de537d6f08,166455.72,2.5995686,True,False
1279,0x4b4571f69934099d0c2fda3d87506aed78ed5857,182329.06,2.9870284,True,False
1282,0x8b5406751395fb59cade607b3e516966f25b997d,41835.64,-0.44233945,False,False
1291,0x613395a8d914e47b177e9fc00e862e1270cd5c30,34951.684,-0.6103731,False,False
1296,0x6ec3614e47d38e83d9404080821efcf47656935f,34077.082,-0.6317216,False,False
1300,0x3c019b3ef750bc32288070914eb369c8634fa6c6,0.034983594,-1.4635237,False,False
1306,0x667f3457055b8b5ad95169fd27b3aab645006dad,166455.7,2.5995684,True,False
1308,0x726489e997aa70da4017d531cf181a15c44d92d7,34077.082,-0.6317216,False,False
1311,0x7ea923c990cdfa0cdbbd30599505325bd5b747fc,34198.562,-0.62875634,False,False
1312,0xd45bdf1f80770848ba71c61fb97fe37211e1ee8f,34312.223,-0.6259819,False,False
1314,0xbfe87de2c95e61f04bf938310d98a3d26f0bef9e,34061.766,-0.63209546,False,False
1318,0xa20a20b3605028db6e4f9f2eab4b95988d1c7b30,34114.418,-0.63081026,False,False
1324,0x076a962aa0fa251b279a12443da4c80cfac1d92b,166455.72,2.5995686,True,False
1329,0xd9c585d84d20c2a00cded0928c9b8156d4c5590b,34061.766,-0.63209546,False,False
1331,0xc120e6684f0d676714a129d687b567da83162559,166455.72,2.5995686,True,False
1332,0xea775c29965a4f1cf581eace8a2d0595e19b9171,34073.914,-0.6317989,False,False
1342,0x54eee7b5d76ab4cc42415deec2812f804e2b13a3,76740.08,0.4096588,False,False
1348,0xf842a111fb0ed38eb2a2068457b78f749069db87,34220.785,-0.6282139,False,False
1353,0xaf4dbc244d066f239a11013a470dc332fbb53a70,166455.72,2.5995686,True,False
1358,0xaf637b5a255865c49734e6aa11fa357bee7507e5,166455.72,2.5995686,True,False
1363,0xce79265b59c4b52306b693a5ded6ff7dd37a7e3c,34251.836,-0.62745595,False,False
1365,0x558f8583bb6bcbf7c980114f1dd90f3d7c9b4bca,166455.72,2.5995686,True,False
1369,0x13491e6e25a15d7518276d0a685000d96ea5bf7d,166455.72,2.5995686,True,False
1384,0xab97c0f004b38e9d69ab85b44aca2474ef22902d,166455.7,2.5995684,True,False
1388,0x0c5c6332192824525fb78ce0340b418dd5d8a882,166455.64,2.5995667,True,False
1396,0x12d10e0a04cfd1e67100ceffa7bb8380ccf3eab8,166455.72,2.5995686,True,False
1409,0x4bf0c1ad036f3c45e7f6f491c17f738110977a39,166455.72,2.5995686,True,False
1445,0x8ab41e5c30772820f7748dfbed8133be9cd672dc,166455.72,2.5995686,True,False
1460,0x93b12b0ca59cd0a7c25778fe8bd3b951d79ee966,34225.625,-0.62809575,False,False
1470,0x4c1362cb9600a0810db07cf12b09c3be4eabece2,34251.836,-0.62745595,False,False
1478,0x1601fc85b96bd81c223a48819e47190e178d610d,34251.836,-0.62745595,False,False
1481,0x2068b9c7cb8c0249fa243bd346db1f6f16be5fb8,34251.836,-0.62745595,False,False
1484,0x2ada3a11644f51829cb023ad2201dccb3ae9014a,34251.836,-0.62745595,False,False
1493,0xa595d700679f64cab8062dc869778d9308cc8f52,34251.836,-0.62745595,False,False
1495,0xce46e4f7e7dcc9c05a2d6765c1b6ac5d02fabd42,34251.836,-0.62745595,False,False
1500,0xe772addc1be5bc570a7457de2c40f12cedfaff91,34251.836,-0.62745595,False,False
1516,0x134034eada2dfe99c4f9cac549639d64be98b929,34251.836,-0.62745595,False,False
1527,0x835e189f861425f4b11b24ac5ab67713aac0e276,34198.562,-0.62875634,False,False
1528,0xe79ffd69269755cd6509d0dc767e000d5df66a43,34198.562,-0.62875634,False,False
1529,0xf42d05a1aace73f1cf57c215b574b4b44efdc618,34198.562,-0.62875634,False,False
1531,0xeb9543c5afa1dda51d0abe796410b5a658ce0d68,34198.562,-0.62875634,False,False
1540,0xbd00bb3455f675f9a9b1c756f009f7fbb9a989fb,41835.64,-0.44233945,False,False
1542,0x96d98989300f2678971af76d442c571b7fba5450,34951.688,-0.61037296,False,False
1555,0xf5521a5c02e0c9bd737aaa49ce60728319d2cabb,34198.562,-0.62875634,False,False
1568,0x3a8aad66f2b0cf8d6b4c183dde1aa25c1418e7b6,34198.562,-0.62875634,False,False
1570,0xb8a47f1d7de01943cd1c5d884e22579abf0867c8,34198.562,-0.62875634,False,False
1571,0x9653cb4a5a9747be0c3cec3d41fcf5fa0ba235b9,34198.562,-0.62875634,False,False
1573,0xdd512f995b3f5be9619472214d53fe9f4c8385f4,34198.562,-0.62875634,False,False
1574,0xaa64826b287db3aba88d0be413d90281a51de4af,34225.625,-0.62809575,False,False
1581,0xb511d2e879c713630dffc3c9f4ae70d23b5cefc9,34225.625,-0.62809575,False,False
1585,0x74a2278c1337dddacaad2446c2b753b03dece30c,34225.625,-0.62809575,False,False
1597,0x88fc5df64eff76c6ec372de12177e9b9f281833d,34225.625,-0.62809575,False,False
1603,0x5c306a75c4aa7a950268f78dca8e027f20b185fb,34225.625,-0.62809575,False,False
1604,0x6289fb313229446884f3a041e25c79ec3c8121d7,34225.625,-0.62809575,False,False
1605,0xf2dbd0efe3948bc7311fdd20ffb884c2ccffc161,34225.625,-0.62809575,False,False
1619,0x235576b935601c9b6258b5a1accb7ee76399ab92,166455.72,2.5995686,True,False
1625,0x8eb270633e22f8f421acf4e2ab64a680372cdae8,34225.625,-0.62809575,False,False
1631,0xd4b394c60bb55f80df30dac87b6f92be34739332,25454.16,-0.8422024,False,False
1633,0x0f3aa53329b8550dd2b447e7431f19e8cdba5a1a,29264.387,-0.7491969,False,False
1635,0xbbe90c5ffe3977bbe61d00b30e95fa28fc8036fd,36023.11,-0.5842202,False,False
1636,0xd76c3fbf029b0b88060c2236f7cf07f3d2f1e3fd,166455.88,2.5995724,True,False
